,phat
228,0.0983816104316135
229,0.112153595773601
230,0.094816087965509
231,0.0741432404615466
232,0.1027640486420888
233,0.0774123872281456
234,0.091023163164291
235,0.0849945510721903
236,0.0163933884609619
237,0.1712221877759868
238,0.0427258380486563
239,0.0764549464820719
240,0.0248736776727102
241,0.0444247654165504
242,0.1042182834706618
243,0.1540519254990294
244,0.1491541546503639
245,0.0787711872497732
246,0.0696542214579924
247,0.1127144957053264
248,0.0534520375980575
249,0.1671903164229681
250,0.1467236112271404
251,0.0992313352147151
252,0.0122367617593865
253,0.0438034026943801
254,0.1352204445277678
255,0.1337138463456507
256,0.1096669360300035
257,0.0996080832262561
258,0.0097310003104838
259,0.0746947833511137
260,0.1643074621664292
261,0.1355955408025661
262,0.0959986030415083
263,0.0162248240248886
264,0.1483183326529839
265,0.0901404433647113
266,0.127476210781523
267,0.1183563916570122
268,0.0529558325665354
269,0.0892759857896331
270,0.0812310329743779
271,0.0961540261739768
272,0.1692824439509635
273,0.1005826239972893
274,0.044083610821841
275,0.1467236112271404
276,0.0501465444741384
277,0.1952352010666298
278,0.0651368187218342
279,0.1385261727141192
280,0.1810877888257219
281,0.1318003760456585
282,0.0793449662157644
283,0.0529123527463722
284,0.137071289985019
285,0.199268598649653
286,0.0915268931256893
287,0.003397878113446
288,0.0826275950267563
289,0.0849234141956651
290,0.1196471406641448
291,0.0701768637015645
292,0.0867128531665513
293,0.0961540261739768
294,0.1130262256907413
295,0.0674699100998518
296,0.0348018931793399
297,0.1486978746017694
298,0.1698923952014996
299,0.0877650450738153
300,0.0824237758298789
301,0.023985397594479
302,0.105345943423157
303,0.1579726916308027
304,0.1243120154065889
305,0.0894583451392231
306,0.1352204445277678
307,0.1174223424070982
308,0.0038772382410139
309,0.085044479572539
310,0.0177038302369835
311,0.1619548062484639
312,0.0828165592616767
313,0.099148794279019
314,0.1086094203269218
315,0.0630454046365445
316,0.0855674100960671
317,0.0716616552112326
318,0.0332442327212008
319,0.105345943423157
320,0.1311807955113157
321,0.0568335278970035
322,0.0952888150488087
323,0.0989375711850431
324,0.1356814878826563
325,0.0989375711850431
326,0.0471892216972626
327,0.0448397105952388
328,0.0787711872497732
329,0.1595647215486376
330,0.0057062773914561
331,0.0691412989439013
332,0.0679433022722579
333,0.0906415931652655
334,0.0715135704186643
335,0.110315064296874
336,0.0185183320576065
337,0.223696877460223
338,0.0509970567262422
339,0.0787711872497732
340,0.1649329574244653
341,0.053718694545147
342,0.0573940740675719
343,0.0797465874517912
344,0.1082854730826608
345,0.1262897263075383
346,0.069564099264403
347,0.0773127288812904
348,0.110979185972881
349,0.1778365508971546
350,0.0975406919745746
351,0.095012148645752
352,0.00012220341939153545
353,0.0819114104541189
354,0.1059731089365531
355,0.0740323294877577
356,0.0711383287710457
357,0.0314075339370828
358,0.1276095029240058
359,0.1907680358914847
360,0.1369870517074837
361,0.0319645803647125
362,0.0958318912744628
363,0.0799298889794311
364,0.2217982105358766
365,0.1238868205927155
366,0.1108761385381436
367,0.0403433525826623
368,0.1290113084211805
369,0.0878755859852912
370,0.1004580042283919
371,1.0045330678450232e-05
372,0.0125614252039344
373,0.0942492047754017
374,0.0703804455215028
375,0.0718371350680464
376,0.0238144531530503
377,0.0892413950415138
378,0.0883373031288142
379,0.1073989937979752
380,0.0648154870041131
381,0.1664155800473671
382,0.0061511517851948
383,0.154825919425673
384,0.0646898999455626
385,0.0447604477132219
386,0.0142443946607098
387,0.0446753732349099
388,0.1104131089704158
389,0.0461618914592397
390,0.1840153423957374
391,0.1541147815218365
392,0.1182886584306385
393,0.0642224221043422
394,0.1043349004160005
395,0.0808430392619596
396,0.1122511733987057
397,0.0032630375007571
398,0.0988404507331981
399,0.1482063383195079
400,0.1467839959853182
401,0.0967577678576031
402,0.0326423959010324
403,0.0819257706406185
404,0.2187555031707721
405,0.0479352596991799
406,0.1342415844995059
407,0.0703087927473288
408,0.1133638718569103
409,0.1183332602622909
410,0.0269032987168266
411,0.060291428801689
412,0.0518536440526566
413,0.0540954898471711
414,0.1164286602945333
415,0.1610379816658008
416,0.1583359574235696
417,0.0411148193012385
418,0.131048798485953
419,0.0060813349052524
420,0.1280845299312244
421,0.085044479572539
422,0.0781436259124035
423,0.186379411665364
424,0.0719171907414284
425,0.0691412989439013
426,0.0517502666587178
427,0.1174684397654489
428,0.1287118462154893
429,0.052774930823105
430,0.1196471406641448
431,0.0806638152221971
432,0.1797475584633771
433,0.1379153727858403
434,0.066675473482822
435,0.2099456622508438
436,0.0585678404213474
437,0.1290113084211805
438,0.0050633080933687
439,0.0905470556414013
440,0.1076497927531511
441,0.036905372953043
442,0.1000605375955649
443,0.042734900178063
444,0.1560073247588261
445,0.0562519985156727
446,0.0594151471458206
447,0.1572589723037552
448,0.1436130695263375
449,0.0441082915060168
450,0.1799786617946626
451,0.184793928366195
452,0.1038798572892971
453,0.1348737002364155
454,0.1325342218581297
455,0.1375728011078443
456,0.1029961294720486
457,0.1000468846760767
458,0.1952352010666298
459,0.165602260867234
460,0.0812310329743779
461,0.0495415114532542
462,0.1778365508971546
463,0.1096465789609919
464,0.0515197369091752
465,0.0306712029954939
466,0.1069652489613272
467,0.1398304390574486
468,0.1424608442632165
469,0.1516178068304402
470,0.039380633668585
471,0.1167483999006397
472,0.1036371412535631
473,0.0172851265260696
474,0.0291415537535446
475,0.1227014089808423
476,0.1290113084211805
477,0.0566522075545707
478,0.0941392186464738
479,0.1619548062484639
480,0.0191284734979949
481,0.1625150568300013
482,0.1703247644138336
483,0.1258225012237398
484,0.0823656050120793
485,0.1280476448285999
486,0.2057788589251578
487,0.1227014089808423
488,0.0957532133031557
489,0.1222947688919963
490,0.1333513137579806
491,0.133081930196889
492,0.1092101502705748
493,0.0277924991527573
494,0.0412042067525942
495,0.1196469342582347
496,0.0391002528766332
497,0.1383736315306747
498,0.0353414418384167
499,0.1096465789609919
500,0.1220911162193441
501,0.0877088621017571
502,0.1408376679018926
503,0.0568335278970035
504,0.0231406826118598
505,0.1137354331756409
506,0.0924097192431986
507,0.0619986141544827
508,0.1545236975311492
509,0.0721340589800456
510,0.1532996047882283
511,0.1112990937528397
512,0.0062209456883054
513,0.0153187677971604
514,0.063082335172702
515,0.1424608442632165
516,0.138098277204496
517,0.115753476386451
518,0.0358041708478815
519,0.0921916566406638
520,0.0549153630961863
521,0.0161363377234678
522,0.1022327627402873
523,0.1254253566901252
524,0.1320323804541246
525,0.0005002458736129187
526,0.1613974062916832
527,0.0903145280673578
528,0.1014365445207133
529,0.0387828963933915
530,0.0535821450485862
531,0.0484679002353724
532,0.0794960006052934
533,0.076017881689637
534,0.0024117218432075
535,0.0952888150488087
536,0.0966222423781358
537,0.039959766985683
538,0.0287419716542305
539,0.2222063869642299
540,0.0928941818135278
541,0.0266778696788903
542,0.0540653845472074
543,0.0955218348258179
544,0.0668926064516291
545,0.1368506829099897
546,0.0008917039123668664
547,0.0798759024971587
548,0.0388424494100359
549,0.184793928366195
550,0.1224445208289596
551,0.0620106712539635
552,0.0691412989439013
553,0.112313084811565
554,0.1083906625338266
555,0.068310427240961
556,0.0500873431163183
557,0.1549334997985225
558,0.1667009635630974
559,0.1316652347577985
560,0.0249772566701018
561,0.0056941438590709
562,0.1126361379510385
563,0.0756012191989717
564,0.1700047674276641
565,0.0939399254803756
566,0.1143213922985371
567,0.0259980930947222
568,0.1357566701512385
569,0.0929401838293776
570,0.1474678180875951
571,0.014010302603535
572,0.165602260867234
573,0.1233254400748202
574,0.0939399254803756
575,0.0778482793276518
576,0.1148882864217145
577,0.125329304882575
578,0.1125472973311303
579,0.0284780099016832
580,0.1611460809507225
581,0.0063504936741157
582,0.1418035463262505
583,0.0343028326105486
584,0.1417808357290624
585,0.0933948295744649
586,0.1521389869599748
587,0.1174773237282622
588,0.1311864804443584
589,0.049992502097165
590,0.0603009723233709
591,0.0890182785109095
592,0.0730215634146451
593,0.1451614236762203
594,0.1352204445277678
595,0.0605589499269979
596,0.1116507283112716
597,0.0074089255075281
598,0.149069474727796
599,0.1328503281931264
600,0.0622109792323282
601,0.093818288573678
602,0.1736815671853397
603,0.1460009020928457
604,0.1557557665669748
605,0.0775402445927999
606,0.0413236910746724
607,0.088963010141312
608,0.0853776112543458
609,0.2057788589251578
610,0.0328337367763142
611,0.0858750722446114
612,0.0361940172424182
613,0.0945228888681993
614,0.0857577404654189
615,0.0264564149284641
616,0.1061023834786038
617,0.0450284382734299
618,0.0700331106366768
619,0.0167058821168456
620,0.0483617155081318
621,0.054967641767914
622,0.0748754168581165
623,0.1634487896988561
624,0.0404040529408628
625,0.0794316571642994
626,0.0675992062690079
627,0.0021865698954587
628,0.0513357754022783
629,0.0403433525826623
630,0.0148300525334009
631,0.0924781240826058
632,0.0867500362809692
633,0.0518283313540546
634,0.0572903526363115
635,0.0557696788520408
636,0.083069883689554
637,0.1487184789977855
638,0.0730929787801308
639,0.1114476689954863
640,0.0606394714172523
641,0.0723383550420947
642,0.1096465789609919
643,0.1982826182907759
644,0.072050953934401
645,0.1395560743516116
646,0.1045639799309515
647,0.0619284963176732
648,0.0422412355958676
649,0.0316649561235532
650,0.0684388982351473
651,0.0880098185810724
652,0.1389926514815114
653,0.0750897417814331
654,0.1481627752230907
655,0.0971908713362464
656,0.1771016181448083
657,0.1234763388229456
658,0.1045552996614561
659,0.1487184789977855
660,0.0610945111965828
661,0.1301103096406213
662,0.1491541546503639
663,0.165454741008797
664,0.0513796934381703
665,0.1316652347577985
666,0.0033229626877643
667,0.0403404767235472
668,0.1438717775224721
669,0.0736728608088271
670,0.0710015259342062
671,0.0151605321446803
672,0.023750773883451
673,0.2344335415295133
674,0.1316750500384151
675,0.0041570924013814
676,0.158825602961207
677,0.1497149586564565
678,0.0644567771131584
679,0.1997811477059458
680,0.1513653856064475
681,0.1878826262299783
682,0.0529558325665354
683,0.0164350219589454
684,0.0154795683851557
685,0.1053439074716544
686,0.1350714958232155
687,0.2320748586328711
688,0.0349965999852124
689,0.1578270030191619
690,0.0720220039712519
691,0.1013180321381366
692,0.1629086958513041
693,0.1625937315802721
694,4.513634183843077e-05
695,0.1927205664407181
696,0.0406329231250037
697,0.0905793587366429
698,0.0573318502899135
699,0.1350714958232155
700,0.1505636678206443
701,0.1891950056555801
702,0.1563747994762495
703,0.0462466174251617
704,0.0193850289135948
705,0.0776312707006766
706,0.1353827040928241
707,0.0719146191151972
708,0.0256419234800909
709,0.0771198923189922
710,0.0962406122991548
711,0.0678605763214878
712,0.1199069189746711
713,0.000739414343795421
714,0.1137052295051386
715,0.1080799601644703
716,0.089628293050659
717,0.0584184627228149
718,0.1012211614949905
719,0.0670673905535782
720,0.0517502666587178
721,0.1057220566120049
722,0.0878755859852912
723,0.0296911267431282
724,0.0815382530183109
725,0.1344805444639208
726,0.1574016065643591
727,0.0816737701960575
728,0.1907680358914847
729,2.922528711823132e-05
730,0.1273815811900714
731,0.1302486292265528
732,0.1004580042283919
733,0.0899004740840297
734,0.0908239751390595
735,0.1096669360300035
736,0.1149977344468388
737,0.1778365508971546
738,0.1290113084211805
739,0.1093341855974251
740,0.037730616988801
741,0.1167483999006397
742,0.130781991061046
743,0.1311954266388473
744,0.0231769461237279
745,0.0491604413815014
746,0.1080799601644703
747,0.1143686436282232
748,0.1091416880556215
749,0.1424608442632165
750,0.0758809049448344
751,0.1031992224927979
752,0.1353827040928241
753,0.1137015442606955
754,0.1746421021641087
755,0.1314960253370241
756,0.1658855696738997
757,0.160697193910076
758,0.0812671465831358
759,0.1122803257691164
760,0.0373531361200801
761,0.0618734782540739
762,0.1322687037711224
763,0.0774754007345806
764,0.124040489670456
765,0.1224445208289596
766,0.076132849663591
767,0.1122803257691164
768,0.0949746648063502
769,0.1543191287985614
770,0.0432952288144379
771,0.091835413835175
772,0.0660525787545336
773,0.0569226792460963
774,0.149613580356908
775,0.0819114104541189
776,0.1560073247588261
777,0.1977849923476297
778,0.1237168760547404
779,0.1006134769089242
780,0.100116758843538
781,0.0975072047402905
782,0.1026731256548065
783,0.0075620753946388
784,0.0908964667301822
785,0.0052880617451176
786,0.0089114996672733
787,0.1366917458724439
788,0.0311147112978514
789,0.0569532090769698
790,0.0278077967756048
791,0.106235171006621
792,0.1540519254990294
793,0.165602260867234
794,0.0844605950497053
795,0.1538366924184909
796,0.0971908713362464
797,0.1305535084116763
798,0.0680469577531612
799,0.0222797310110836
800,0.0407812918200559
801,0.1585170379661437
802,0.1329808719014886
803,0.0642224221043422
804,0.0009203553664284558
805,0.1106886830238397
806,0.1343637658729162
807,0.0344804554962577
808,0.0128884903494828
809,0.1054496693990418
810,0.0857769630930551
811,0.1348064471220895
812,0.111294168823999
813,0.0505381624120086
814,0.1779070705670341
815,0.0790960367605653
816,0.0982192459367739
817,0.1467839959853182
818,0.0243424011889787
819,0.1294014060581727
820,0.0887436133655729
821,0.0524749241957557
822,0.1074700698495226
823,0.1682838601775937
824,0.1023609801140381
825,0.0603497842182451
826,0.0088107190399027
827,0.0999428272562617
828,0.080280462342689
829,0.1250433999666045
830,0.0511007145213868
831,0.0691324140555643
832,0.0864348805124727
833,0.1290113084211805
834,0.1965463987181177
835,0.1244503937685074
836,0.0758809049448344
837,0.1208071083909482
838,0.0941392186464738
839,0.0367477287277409
840,0.0636595127504277
841,0.0610499793863845
842,0.0088376126144966
843,0.0924781240826058
844,0.1623805310811089
845,0.0978857435545087
846,0.0342072462880956
847,0.0943630684405136
848,0.0372816068967478
849,0.1751044100752114
850,0.0087831574512807
851,0.0645003264236474
852,0.1381869488359547
853,0.1477677501564935
854,0.0740900534018421
855,0.109635620036687
856,0.0662653658160574
857,0.051760733456626
858,0.1045707688658146
859,0.0912027678551042
860,0.1444281621365434
861,0.0505381624120086
862,0.1153734241092069
863,0.0720220039712519
864,0.2604800615576429
865,0.0765799641902371
866,0.0402959402375271
867,0.2168156991776585
868,0.0565547806744023
869,0.039380633668585
870,0.0750897417814331
871,0.0656527162742059
872,0.0408828196553704
873,0.1125472973311303
874,0.2016077792487947
875,0.1245686041606613
876,0.0643575048551522
877,0.0686747312217212
878,0.0416702478968356
879,0.1150992786947924
880,0.0504084596045292
881,0.0276628233984591
882,0.0787995555946106
883,0.1183252131891847
884,0.1192668286271114
885,0.1348737002364155
886,0.1176450120100655
887,0.0172061372054848
888,0.039339096302311
889,0.0877477523541028
890,0.0406550012362131
891,0.0860600934523793
892,0.0596712887389146
893,0.1692824439509635
894,0.1455506712473112
895,0.1264762461785124
896,0.0968502266111759
897,0.0640649368390706
898,0.0497533624832978
899,0.053046472596273
900,0.0881737930271449
901,0.0943630684405136
902,0.1035213283722498
903,0.1373317398839484
904,0.0581962221338881
905,0.0799093940431398
906,0.1820690327890696
907,0.1108761385381436
908,0.0465783245558161
909,0.0172706411221452
910,0.0147388512091317
911,0.1937625136360488
912,0.0983306425120977
913,0.0610894158484422
914,0.1070985201387743
915,0.0125490426673284
916,0.0869901312501768
917,0.0733699514539452
918,0.1209736077079087
919,0.2108492980199175
920,0.0319895015724188
921,0.1675716575782369
922,0.0447752396442767
923,0.1368860851698418
924,0.037730616988801
925,0.0380426553469902
926,0.0615565664000684
927,0.0789140166714526
928,0.0855033198325607
929,0.1585170379661437
930,0.1272727506456603
931,0.1031069535753341
932,0.0246102891426286
933,0.0118060271938451
934,0.1298560848580746
935,0.0975192186502978
936,0.1264762461785124
937,0.0566522075545707
938,0.1124781767049179
939,0.1716672833096516
940,0.0815501258291702
941,0.1667009635630974
942,0.1253080621774505
943,0.0764180964150626
944,0.0365915318592741
945,0.1974464969115714
946,0.1174252377450605
947,0.0495528411116392
948,0.0806638152221971
949,0.1375728011078443
950,0.0778482793276518
951,0.1016432859904355
952,0.0516752937112082
953,0.0752410900736684
954,0.0483145639766929
955,0.0887226734636554
956,0.121200799631014
957,0.0160177430041893
958,0.0705384960011025
959,0.128456064373348
960,0.1028751483112164
961,0.1933060093400562
962,0.129894082998297
963,0.1795166869187998
964,0.1343581598339095
965,0.1126489039461337
966,0.1070271325993106
967,0.1516178068304402
968,0.031370532266235
969,0.0662143176758839
970,0.0697423611597839
971,0.0753949433225479
972,0.0622260259070669
973,0.1342592076526073
974,0.0629718098176262
975,0.1154841498684524
976,0.1077506641187552
977,0.0908751996931164
978,0.0727813427012721
979,0.1538366924184909
980,0.0387002521736816
981,0.1211934074043366
982,0.0035440693328819
983,0.0136028730712546
984,0.0658950137224857
985,0.0606394714172523
986,0.0139068910899832
987,0.0978857435545087
988,0.0430903617267544
989,1.3284735647790438e-06
990,0.063960844270851
991,0.0615632966153774
992,0.0917788656061078
993,0.0495475277537308
994,0.0912183062737543
995,0.0349810133382403
996,0.1878826262299783
997,0.0778482793276518
998,0.0811733833237647
999,0.0780450049249167
1000,0.1382463484136213
1001,0.0964098241869943
1002,0.2091100582368122
1003,0.1427200064469883
1004,0.0958318912744628
1005,0.0927653054851408
1006,0.1380004776604856
1007,0.1583081724639398
1008,0.0315414867524247
1009,0.0939399254803756
1010,0.0722105512187345
1011,0.0769815085754019
1012,0.1068776814149993
1013,0.0541624615592904
1014,0.0419070630138748
1015,0.0345537507240243
1016,0.0259802038454152
1017,0.1228172684482661
1018,0.0796060574814992
1019,0.1108761385381436
1020,0.1400004782199105
1021,0.1466310174962466
1022,0.025863068132995
1023,0.1545236975311492
1024,0.064484362285089
1025,0.0264839862237535
1026,0.0868674957661827
1027,0.0804061935423118
1028,0.1070762307738205
1029,0.1481627752230907
1030,0.1937625136360488
1031,0.1257321270420803
1032,0.1112225220670371
1033,0.0334820859542862
1034,0.0253262237915622
1035,0.1049840426065945
1036,0.1208214947295885
1037,0.1183332602622909
1038,0.0583149071545114
1039,0.0905973725560427
1040,0.0504281797800773
1041,0.0402127303747191
1042,0.1305695032854474
1043,0.0162489560690267
1044,0.0166141575473472
1045,0.0587431909867331
1046,0.0769375770242964
1047,0.0283943734982894
1048,0.0072599846332112
1049,0.1771016181448083
1050,0.0299575152896
1051,0.0774652393103862
1052,0.0477479136082439
1053,0.1487041777451962
1054,0.1192090025695169
1055,0.0385153717796594
1056,0.111294168823999
1057,0.115150080063691
1058,0.0516880882458792
1059,0.0767548144270123
1060,0.0794960006052934
1061,0.0335723060619576
1062,0.0555140362253822
1063,0.0897437738933065
1064,0.0921272915966968
1065,0.1211403048801241
1066,0.0690469069492424
1067,0.0502253386182244
1068,0.0799093940431398
1069,0.0530252554118899
1070,0.1153734241092069
1071,0.112265246644306
1072,0.0668781262442412
1073,0.1164469344746479
1074,0.0408055617611848
1075,0.0497139309794794
1076,0.1276095029240058
1077,0.0966569614579696
1078,0.1418289226453468
1079,0.0423069965788904
1080,0.1362525707228918
1081,0.0915979535298338
1082,0.1289383287577026
1083,0.0349421560535214
1084,0.0794843410256191
1085,0.0201732606226754
1086,0.0530623300855979
1087,0.0988404507331981
1088,0.008186122358028
1089,0.0954264855325252
1090,0.1105739566734609
1091,0.0349977736429528
1092,0.133081930196889
1093,0.044600999086724
1094,0.0910696277274896
1095,0.137071289985019
1096,0.1057266137538883
1097,0.0829694523928504
1098,0.0529558325665354
1099,0.0124369504316336
1100,0.0478165277159314
1101,0.0893013814081987
1102,0.1329340190865464
1103,0.0992949756165771
1104,0.1460009020928457
1105,0.1013672768184652
1106,0.0370703247567901
1107,0.0691324140555643
1108,0.105173975107305
1109,0.0689369912183046
1110,0.0987899094593586
1111,0.1408376679018926
1112,0.0851346792494374
1113,0.0356617407094981
1114,0.041375856902026
1115,0.100022927285823
1116,0.0117570374513988
1117,0.1045552996614561
1118,0.0656527162742059
1119,0.037841897441479
1120,0.2028816339847882
1121,0.1171093877613993
1122,0.0095868165854905
1123,0.0881737930271449
1124,0.1149156023468711
1125,0.2120550208711062
1126,0.0276932516924539
1127,0.0185321087140099
1128,0.0986788595899178
1129,0.0445952540589327
1130,0.0990418899731131
1131,0.0420429039723682
1132,0.0726574163178912
1133,0.0663402707046715
1134,0.0880612646273464
1135,0.0627189377956283
1136,0.0941229919785058
1137,0.0037487610944239
1138,0.1048383322279015
1139,0.0307806115088639
1140,0.0358027654990903
1141,0.1661024595864426
1142,0.1045639799309515
1143,0.146587897084278
1144,0.090700602916895
1145,0.1276095029240058
1146,0.0791199309969291
1147,0.009713936858011
1148,0.1124781767049179
1149,0.0703087927473288
1150,0.0273298305078535
1151,0.0139997497422262
1152,0.2091100582368122
1153,0.1601608667254577
1154,0.0833699786892187
1155,0.1616843187569964
1156,0.0462926303532739
1157,0.0159361470038536
1158,0.1143213922985371
1159,0.0931823951523441
1160,0.0618879497907859
1161,0.0836036033316308
1162,0.101674256689767
1163,0.0834049302229068
1164,0.0829694523928504
1165,0.034122428956392
1166,0.0648880615899581
1167,0.1378303120033489
1168,0.0650194088293742
1169,0.0161465094743078
1170,0.223696877460223
1171,0.1196471406641448
1172,0.1403102800035239
1173,0.0192748725992471
1174,0.0946591001950816
1175,0.1365163072035208
1176,0.0465775539313428
1177,0.1080696710551841
1178,0.0450284382734299
1179,0.0966246871032974
1180,0.1148882864217145
1181,0.1509088893189597
1182,0.1094627009679237
1183,0.0894551382584706
1184,0.0585494786578669
1185,0.0304478154683996
1186,0.0836926178619145
1187,0.1806733631584689
1188,0.0781569111361379
1189,0.1291320889842624
1190,0.1376978805391694
1191,0.0154974673551283
1192,0.1513653856064475
1193,0.0079146824073742
1194,0.1982826182907759
1195,0.0741432404615466
1196,0.0545273216013403
1197,0.0868156385222709
1198,0.0389115331953339
1199,0.107508807441809
1200,0.1311954266388473
1201,0.1944859227805349
1202,0.0792221865760459
1203,0.1305695032854474
1204,0.0731632252841073
1205,0.087605658927662
1206,0.0924781240826058
1207,0.1035529076473022
1208,0.1953994209080475
1209,0.103337762870843
1210,0.1356641301107055
1211,0.1974464969115714
1212,0.0484254297899153
1213,0.0787711872497732
1214,0.1654524705845297
1215,0.1227821285659618
1216,0.0887415542973556
1217,0.091023163164291
1218,0.1389926514815114
1219,0.0849106745145105
1220,0.1731655255870345
1221,0.1137354331756409
1222,0.1380004776604856
1223,0.0834398667504021
1224,0.0636059264385923
1225,0.1543191287985614
1226,0.1289968929218549
1227,0.0738393743474744
1228,0.0443806946074466
1229,0.0067097855150138
1230,0.1013592178745753
1231,0.0703804455215028
1232,0.0166141575473472
1233,0.1070762307738205
1234,0.0436032374882387
1235,0.1343637658729162
1236,0.1692203812755211
1237,0.0007422338810683445
1238,0.1070985201387743
1239,0.0786058404240161
1240,0.0524205429642988
1241,0.1276326603654199
1242,0.0017795644797817
1243,0.1108761385381436
1244,0.1085338705106609
1245,0.1081202840352583
1246,0.0568047968257267
1247,0.011091412116014
1248,0.1240569655268807
1249,0.1368506829099897
1250,0.1376281693437474
1251,0.0233630140967455
1252,0.0663008860195404
1253,0.1021755475155368
1254,0.1345320109827017
1255,0.0547669852068747
1256,0.0964098241869943
1257,0.1337138463456507
